CUST_NUM,MTH,AMT_KM
12017,202308,3.00000
12017,202308,4.00000
12017,202308,5.00000
12017,202308,12.00000
12018,202308,3.00000
12018,202308,5.00000
12019,202308,5.00000
12019,202308,10.00000
24701,202308,3.00000
12021,202308,2.00000
12021,202308,3.00000
12023,202308,5.00000
12023,202308,10.00000
12024,202308,10.00000
12025,202308,3.00000
12026,202308,5.00000
12027,202308,3.00000
12027,202308,5.00000
12028,202308,5.00000
12028,202308,15.00000
12029,202308,12.50000
12029,202308,20.00000
12029,202308,30.00000
12030,202308,5.00000
24709,202308,5.00000
24710,202308,5.00000
12031,202308,20.00000
24713,202308,2.00000
24713,202308,3.00000
12032,202308,10.00000
24716,202308,5.00000
24717,202308,5.00000
12035,202308,20.00000
12036,202308,2.00000
12036,202308,3.00000
12037,202308,10.00000
12038,202308,5.00000
12040,202308,10.00000
12040,202308,15.00000
12041,202308,2.20000
12041,202308,3.00000
12041,202308,3.80000
12042,202308,5.00000
12042,202308,15.00000
12044,202308,2.00000
12044,202308,3.00000
12046,202308,10.00000
24725,202308,4.00000
24725,202308,5.00000
12048,202308,13.00000
12049,202308,10.00000
24734,202308,5.00000
12050,202308,10.00000
12051,202308,3.00000
12051,202308,5.00000
24736,202308,5.00000
12053,202308,10.00000
12054,202308,4.00000
12054,202308,5.00000
12054,202308,10.00000
12055,202308,10.00000
12055,202308,20.00000
12056,202308,11.00000
12057,202308,2.00000
12057,202308,5.00000
12058,202308,10.00000
24740,202308,2.00000
12059,202308,5.00000
12059,202308,10.00000
12060,202308,5.00000
12061,202308,10.00000
12062,202308,5.00000
24742,202308,5.00000
12064,202308,10.00000
12066,202308,10.00000
12067,202308,5.00000
12068,202308,10.00000
12071,202308,5.00000
12072,202308,3.00000
12072,202308,4.00000
12073,202308,10.00000
12074,202308,3.00000
12074,202308,4.00000
12074,202308,5.00000
12074,202308,6.00000
12074,202308,10.00000
12076,202308,2.00000
12076,202308,3.00000
24746,202308,2.00000
24746,202308,3.00000
12078,202308,2.00000
12078,202308,3.00000
12079,202308,10.00000
12080,202308,5.00000
12080,202308,10.00000
24748,202308,5.00000
12082,202308,3.00000
12082,202308,5.00000
12082,202308,10.00000
12083,202308,10.00000
12085,202308,2.00000
12085,202308,3.00000
12085,202308,5.00000
12086,202308,2.00000
12086,202308,3.00000
12090,202308,3.00000
12090,202308,10.00000
12091,202308,10.00000
12092,202308,2.00000
12092,202308,3.00000
12093,202308,5.00000
12094,202308,5.00000
12095,202308,2.00000
12095,202308,3.00000
12095,202308,5.00000
12096,202308,2.00000
12096,202308,3.00000
12097,202308,10.00000
12100,202308,20.00000
12102,202308,15.00000
12103,202308,2.00000
12103,202308,10.00000
12105,202308,5.00000
12105,202308,10.00000
12106,202308,10.00000
12108,202308,5.00000
12109,202308,2.00000
12109,202308,3.00000
12111,202308,2.00000
12111,202308,3.00000
12111,202308,4.00000
12111,202308,5.00000
24759,202308,5.00000
24760,202308,5.00000
12113,202308,5.00000
12114,202308,20.00000
12117,202308,10.00000
12117,202308,13.00000
12118,202308,15.00000
12119,202308,4.00000
12119,202308,5.00000
24762,202308,3.00000
12120,202308,3.00000
12121,202308,5.00000
12121,202308,10.00000
24764,202308,10.00000
12123,202308,5.00000
12123,202308,12.00000
12124,202308,10.00000
12125,202308,2.00000
12125,202308,3.00000
12125,202308,4.00000
12125,202308,5.00000
12126,202308,3.00000
12127,202308,2.00000
12127,202308,3.00000
12128,202308,2.00000
12128,202308,5.00000
12129,202308,14.00000
12129,202308,15.50000
12130,202308,3.00000
12130,202308,5.00000
12131,202308,10.00000
24768,202308,5.00000
12133,202308,10.00000
12133,202308,20.00000
12134,202308,5.00000
12135,202308,5.00000
12136,202308,2.00000
12136,202308,10.00000
24771,202308,2.00000
12137,202308,10.00000
12138,202308,2.00000
12138,202308,3.00000
12138,202308,4.00000
12138,202308,9.00000
12139,202308,2.00000
12139,202308,4.00000
12140,202308,20.00000
12143,202308,2.00000
12143,202308,3.00000
12143,202308,4.00000
12143,202308,5.00000
12144,202308,2.00000
12144,202308,3.00000
12144,202308,10.00000
24775,202308,10.00000
12145,202308,10.00000
12146,202308,7.00000
12146,202308,10.00000
12147,202308,3.00000
12147,202308,5.00000
12147,202308,8.00000
12147,202308,20.00000
24776,202308,3.00000
12148,202308,2.00000
12148,202308,5.00000
12149,202308,15.00000
12150,202308,2.00000
12150,202308,3.00000
12150,202308,3.10000
12150,202308,3.70000
24778,202308,5.00000
24779,202308,10.00000
24781,202308,2.00000
12152,202308,2.00000
12152,202308,3.00000
12152,202308,5.00000
12153,202308,2.00000
12154,202308,10.00000
12155,202308,3.00000
12157,202308,2.00000
12157,202308,3.00000
12157,202308,4.00000
12158,202308,2.00000
12158,202308,5.00000
12158,202308,10.00000
12160,202308,3.00000
12160,202308,4.00000
12160,202308,5.00000
12161,202308,5.00000
12162,202308,2.00000
12162,202308,3.00000
12162,202308,5.00000
24787,202308,2.00000
24788,202308,3.00000
24788,202308,10.00000
12165,202308,12.00000
12166,202308,5.00000
12167,202308,2.00000
12167,202308,3.00000
12167,202308,5.00000
12168,202308,2.00000
12168,202308,3.00000
12168,202308,15.00000
24794,202308,2.00000
24794,202308,3.00000
24795,202308,2.00000
24795,202308,3.00000
12169,202308,3.00000
12170,202308,3.00000
12170,202308,10.00000
12174,202308,10.00000
12175,202308,5.00000
12176,202308,10.00000
12177,202308,2.00000
12179,202308,5.00000
12180,202308,5.00000
24797,202308,5.00000
24797,202308,10.00000
12182,202308,10.00000
12184,202308,10.00000
12185,202308,2.00000
24801,202308,5.00000
12187,202308,10.00000
12187,202308,20.00000
24802,202308,2.00000
24802,202308,3.00000
12188,202308,4.00000
12188,202308,5.00000
12188,202308,10.00000
24803,202308,11.00000
12191,202308,5.00000
12192,202308,3.00000
12192,202308,5.00000
12193,202308,10.00000
12194,202308,5.00000
12196,202308,5.00000
12197,202308,5.00000
12197,202308,10.00000
12197,202308,13.00000
24805,202308,10.00000
12198,202308,2.00000
12198,202308,3.00000
12199,202308,10.00000
12199,202308,13.60000
12200,202308,5.00000
12200,202308,10.00000
12201,202308,3.00000
12201,202308,4.00000
24807,202308,12.00000
12203,202308,2.00000
12203,202308,3.00000
12203,202308,5.00000
24808,202308,3.00000
12204,202308,5.00000
24810,202308,3.00000
24811,202308,10.00000
12205,202308,5.00000
12205,202308,10.00000
12206,202308,10.00000
12207,202308,5.00000
12208,202308,2.00000
12208,202308,5.00000
12208,202308,10.00000
24814,202308,2.00000
24814,202308,3.00000
12209,202308,2.00000
12209,202308,5.00000
24818,202308,5.00000
24818,202308,7.00000
12210,202308,5.00000
12212,202308,5.00000
12212,202308,10.00000
12213,202308,10.00000
24820,202308,5.00000
12214,202308,20.00000
12215,202308,10.00000
12217,202308,2.00000
12217,202308,13.00000
24821,202308,10.00000
12218,202308,10.00000
12218,202308,20.00000
24824,202308,10.00000
12221,202308,5.00000
12221,202308,10.00000
12222,202308,4.00000
12222,202308,5.00000
12222,202308,15.00000
12223,202308,12.00000
12223,202308,38.00000
12224,202308,3.00000
12224,202308,5.00000
12224,202308,6.00000
12225,202308,5.00000
12227,202308,5.00000
12228,202308,10.00000
12229,202308,5.00000
12229,202308,20.00000
12231,202308,10.00000
12231,202308,20.00000
12232,202308,2.00000
12232,202308,14.00000
12233,202308,5.00000
12234,202308,15.00000
12235,202308,5.00000
24832,202308,5.00000
24833,202308,5.00000
12238,202308,2.00000
12238,202308,3.00000
12239,202308,5.00000
24837,202308,5.00000
24838,202308,5.00000
12242,202308,10.00000
12243,202308,2.00000
12243,202308,5.00000
12245,202308,10.00000
12246,202308,20.00000
24841,202308,2.00000
12247,202308,2.00000
12247,202308,3.00000
12247,202308,5.00000
12248,202308,5.00000
12248,202308,10.00000
12249,202308,10.00000
12250,202308,3.00000
12250,202308,5.00000
12251,202308,5.00000
12252,202308,2.00000
12252,202308,3.00000
12252,202308,4.00000
12253,202308,3.00000
12253,202308,4.00000
12254,202308,12.00000
12255,202308,15.00000
12256,202308,5.00000
12257,202308,5.00000
12257,202308,10.00000
12258,202308,2.00000
12258,202308,3.00000
12259,202308,10.00000
12260,202308,2.60000
12260,202308,2.90000
12260,202308,3.00000
12260,202308,3.50000
12260,202308,3.60000
12260,202308,4.90000
12260,202308,5.00000
12260,202308,20.00000
12262,202308,2.00000
12262,202308,3.00000
12263,202308,3.00000
12263,202308,4.00000
12264,202308,2.00000
12264,202308,5.00000
12265,202308,5.00000
12265,202308,10.00000
12266,202308,5.00000
12266,202308,10.00000
12266,202308,15.00000
12267,202308,2.00000
12267,202308,5.00000
12268,202308,2.00000
12268,202308,3.00000
12268,202308,5.00000
12269,202308,5.00000
12270,202308,5.00000
12271,202308,20.00000
12273,202308,3.00000
12273,202308,4.00000
12273,202308,5.00000
12273,202308,10.00000
12275,202308,2.00000
12275,202308,3.00000
12275,202308,4.00000
12275,202308,5.00000
12276,202308,20.00000
12277,202308,10.00000
12277,202308,20.00000
12278,202308,5.00000
12279,202308,15.00000
12284,202308,2.00000
12284,202308,3.00000
12284,202308,5.00000
24856,202308,4.00000
12286,202308,5.00000
24858,202308,3.00000
12288,202308,10.00000
24859,202308,5.00000
12289,202308,2.00000
12289,202308,10.00000
24860,202308,5.00000
24860,202308,10.00000
12290,202308,5.00000
12290,202308,10.00000
12294,202308,5.00000
24863,202308,3.60000
24864,202308,5.00000
12296,202308,10.00000
12297,202308,10.00000
12299,202308,3.20000
12299,202308,5.30000
12300,202308,2.00000
12301,202308,5.00000
12301,202308,6.00000
12302,202308,2.00000
12302,202308,3.00000
12302,202308,4.00000
12302,202308,5.00000
12302,202308,10.00000
12303,202308,2.00000
12303,202308,3.00000
12303,202308,5.00000
12303,202308,10.00000
24868,202308,3.00000
12304,202308,2.00000
12305,202308,5.00000
12306,202308,5.00000
12307,202308,2.00000
12307,202308,4.00000
12307,202308,5.00000
12309,202308,50.00000
12310,202308,5.00000
12310,202308,15.00000
24872,202308,3.00000
24873,202308,2.00000
24876,202308,10.00000
12313,202308,10.00000
24877,202308,3.00000
24878,202308,10.00000
12314,202308,6.00000
12314,202308,11.00000
12315,202308,5.00000
12315,202308,10.00000
12316,202308,2.00000
12316,202308,3.00000
12316,202308,5.00000
12316,202308,12.00000
12317,202308,2.00000
12317,202308,4.00000
12317,202308,5.00000
24882,202308,2.00000
24882,202308,3.50000
24882,202308,4.00000
24882,202308,5.00000
12319,202308,2.00000
12319,202308,3.00000
12319,202308,4.00000
12319,202308,5.00000
12319,202308,7.00000
12320,202308,2.00000
12320,202308,3.00000
12320,202308,10.00000
12321,202308,10.00000
12322,202308,2.00000
12322,202308,2.90000
12322,202308,3.20000
12322,202308,4.00000
24884,202308,10.00000
12325,202308,2.00000
12325,202308,3.00000
12325,202308,5.00000
12325,202308,10.00000
12327,202308,2.00000
12327,202308,3.00000
12327,202308,5.00000
12327,202308,10.00000
12327,202308,13.00000
12327,202308,14.00000
12329,202308,12.00000
12330,202308,4.00000
12330,202308,5.00000
12330,202308,10.00000
24889,202308,2.00000
24889,202308,3.00000
12331,202308,10.00000
12332,202308,3.00000
12332,202308,5.00000
12332,202308,10.00000
24891,202308,10.00000
24892,202308,2.00000
12334,202308,3.00000
12335,202308,10.00000
12336,202308,2.00000
12336,202308,3.00000
12336,202308,5.00000
12336,202308,10.00000
24897,202308,3.00000
12338,202308,2.00000
12338,202308,3.30000
12339,202308,30.00000
12340,202308,5.00000
12341,202308,10.00000
24900,202308,5.00000
24901,202308,3.00000
24902,202308,2.00000
24902,202308,3.00000
24902,202308,5.00000
12343,202308,2.00000
12343,202308,5.00000
12344,202308,2.00000
12345,202308,11.00000
24903,202308,10.00000
12346,202308,3.00000
12346,202308,4.00000
12346,202308,5.00000
24904,202308,10.00000
12348,202308,10.00000
12350,202308,4.00000
12350,202308,5.00000
12351,202308,5.00000
12352,202308,3.00000
12352,202308,4.00000
12352,202308,5.00000
12353,202308,2.00000
12353,202308,3.00000
12353,202308,5.00000
12353,202308,7.00000
12353,202308,10.00000
12354,202308,5.00000
12355,202308,5.00000
12355,202308,10.00000
12355,202308,20.00000
12356,202308,5.00000
24910,202308,5.00000
24910,202308,10.00000
12357,202308,4.00000
12357,202308,5.00000
12357,202308,6.00000
24912,202308,5.00000
12360,202308,10.00000
24913,202308,2.00000
24913,202308,3.00000
24913,202308,4.00000
24913,202308,5.00000
24913,202308,10.00000
12362,202308,10.00000
12363,202308,10.00000
24918,202308,3.00000
12365,202308,3.00000
12366,202308,4.00000
12366,202308,5.00000
24919,202308,6.00000
24919,202308,10.00000
12367,202308,20.00000
12368,202308,2.00000
12369,202308,5.00000
24921,202308,5.00000
12371,202308,5.00000
12373,202308,15.00000
12374,202308,5.00000
12375,202308,2.00000
12375,202308,3.00000
12376,202308,10.00000
12377,202308,2.00000
12377,202308,5.00000
12378,202308,5.00000
24927,202308,10.00000
12381,202308,30.00000
12381,202308,50.00000
12382,202308,2.00000
12382,202308,3.00000
24928,202308,3.00000
24930,202308,2.00000
12385,202308,10.00000
12386,202308,15.00000
12387,202308,3.00000
12388,202308,2.00000
12390,202308,10.00000
12392,202308,4.70000
12392,202308,5.00000
12394,202308,5.00000
12395,202308,10.00000
24937,202308,3.00000
24938,202308,3.00000
12396,202308,20.00000
12396,202308,30.00000
12397,202308,3.00000
24939,202308,10.00000
12398,202308,9.50000
12398,202308,10.00000
12398,202308,20.00000
12400,202308,2.00000
12400,202308,3.00000
12400,202308,5.00000
24942,202308,5.00000
12401,202308,10.00000
12402,202308,2.00000
12402,202308,5.00000
12403,202308,5.00000
12403,202308,10.00000
12405,202308,2.00000
12405,202308,3.00000
24943,202308,3.00000
24943,202308,4.00000
12406,202308,3.00000
12407,202308,2.00000
12407,202308,3.00000
12407,202308,5.00000
12408,202308,2.00000
12408,202308,6.00000
12409,202308,6.00000
24945,202308,10.00000
12410,202308,2.00000
12410,202308,3.00000
12410,202308,4.00000
12410,202308,5.00000
12411,202308,4.00000
12411,202308,5.00000
12416,202308,2.00000
12416,202308,3.00000
12417,202308,2.00000
12417,202308,3.00000
12417,202308,4.00000
12418,202308,5.00000
12418,202308,10.00000
12419,202308,5.00000
12419,202308,10.00000
12420,202308,2.00000
12420,202308,4.00000
12420,202308,5.00000
12420,202308,10.00000
24948,202308,5.00000
12421,202308,2.00000
12421,202308,13.00000
12422,202308,3.00000
12422,202308,10.00000
12423,202308,10.00000
12423,202308,11.00000
12424,202308,2.00000
12424,202308,3.00000
12424,202308,4.10000
12424,202308,5.00000
12425,202308,2.00000
12425,202308,3.00000
12426,202308,2.00000
12426,202308,3.00000
12426,202308,4.00000
12426,202308,5.00000
12426,202308,10.00000
12429,202308,5.00000
12430,202308,5.00000
12431,202308,5.00000
12431,202308,10.00000
12432,202308,10.00000
12433,202308,10.00000
12434,202308,3.00000
12434,202308,5.00000
12435,202308,13.00000
12437,202308,3.00000
12437,202308,5.00000
12438,202308,10.00000
24953,202308,5.00000
12439,202308,3.00000
12439,202308,5.00000
12439,202308,10.00000
12440,202308,10.00000
12440,202308,10.08000
12440,202308,20.00000
12441,202308,10.00000
24956,202308,2.00000
24956,202308,10.00000
12443,202308,3.00000
12443,202308,5.00000
12443,202308,8.00000
12443,202308,10.00000
12445,202308,2.00000
12445,202308,10.00000
12448,202308,5.00000
12449,202308,3.00000
12449,202308,4.00000
12449,202308,5.00000
12449,202308,10.00000
24960,202308,10.00000
24961,202308,3.00000
12450,202308,5.00000
12451,202308,3.00000
12451,202308,5.00000
12452,202308,10.00000
12453,202308,2.00000
12453,202308,3.00000
12455,202308,10.00000
12458,202308,2.00000
12458,202308,3.00000
12458,202308,5.00000
12459,202308,5.00000
12459,202308,10.00000
12459,202308,13.00000
12460,202308,10.00000
12460,202308,20.00000
24967,202308,2.00000
24967,202308,3.00000
24967,202308,5.00000
12463,202308,4.20000
12463,202308,10.00000
12464,202308,5.00000
12464,202308,10.00000
12465,202308,5.00000
12465,202308,10.00000
24969,202308,2.00000
24970,202308,2.00000
24971,202308,3.00000
24971,202308,5.00000
12466,202308,5.00000
12466,202308,9.00000
12466,202308,10.00000
12466,202308,14.00000
12466,202308,16.00000
12466,202308,18.00000
12466,202308,20.00000
12467,202308,2.00000
12468,202308,3.00000
12468,202308,5.00000
12468,202308,10.00000
24973,202308,5.00000
24973,202308,10.00000
24974,202308,2.00000
12470,202308,5.00000
12471,202308,10.00000
24978,202308,6.00000
12473,202308,3.00000
12473,202308,4.00000
12474,202308,3.00000
12474,202308,5.00000
12475,202308,5.00000
12476,202308,20.00000
12477,202308,10.00000
24982,202308,3.00000
12478,202308,2.00000
24984,202308,10.00000
12479,202308,3.00000
12480,202308,2.00000
12480,202308,3.00000
12480,202308,5.00000
12481,202308,2.00000
12481,202308,4.00000
12481,202308,5.00000
12482,202308,3.00000
12482,202308,4.00000
12482,202308,5.00000
12482,202308,5.50000
12482,202308,6.00000
12482,202308,10.00000
12483,202308,10.00000
12483,202308,20.00000
12484,202308,5.00000
24985,202308,2.00000
12486,202308,15.00000
24986,202308,10.00000
12487,202308,2.00000
12487,202308,3.00000
12489,202308,2.00000
12490,202308,10.00000
24989,202308,10.00000
12491,202308,7.00000
12493,202308,4.00000
12494,202308,5.00000
12494,202308,10.00000
12495,202308,2.00000
12495,202308,3.00000
12495,202308,4.00000
12495,202308,5.00000
24992,202308,5.00000
12497,202308,10.00000
12498,202308,3.00000
12498,202308,5.00000
24997,202308,2.00000
24997,202308,5.00000
12500,202308,2.00000
12500,202308,10.00000
12502,202308,2.00000
12503,202308,10.00000
12504,202308,2.00000
12504,202308,3.00000
12504,202308,4.00000
12504,202308,5.00000
24998,202308,2.00000
12505,202308,2.00000
12505,202308,5.00000
12506,202308,5.00000
25001,202308,3.00000
12508,202308,10.00000
12509,202308,2.00000
12509,202308,3.00000
25002,202308,2.00000
12512,202308,5.00000
12512,202308,10.00000
12513,202308,5.00000
12514,202308,10.00000
25005,202308,2.00000
12516,202308,2.00000
12516,202308,3.00000
12516,202308,5.00000
25006,202308,4.00000
12517,202308,2.00000
12518,202308,3.00000
12518,202308,5.00000
12519,202308,2.10000
12519,202308,2.50000
12519,202308,3.00000
12519,202308,3.10000
12519,202308,3.90000
12519,202308,4.10000
12519,202308,5.00000
12521,202308,10.00000
12522,202308,5.00000
12524,202308,5.00000
12524,202308,10.00000
12525,202308,5.00000
12525,202308,6.00000
12526,202308,2.00000
12526,202308,4.00000
12527,202308,5.00000
12528,202308,10.00000
12529,202308,10.00000
12530,202308,5.00000
12530,202308,10.00000
12531,202308,2.00000
12531,202308,5.00000
12531,202308,6.00000
12531,202308,10.00000
12532,202308,2.00000
12532,202308,3.00000
12532,202308,4.00000
12532,202308,5.00000
12533,202308,5.00000
12534,202308,5.00000
25012,202308,2.00000
25012,202308,3.00000
25012,202308,5.00000
12535,202308,10.00000
12536,202308,3.00000
12536,202308,5.00000
12537,202308,5.00000
12537,202308,10.00000
12537,202308,16.00000
12537,202308,20.00000
12538,202308,2.00000
12540,202308,5.00000
12541,202308,2.00000
12541,202308,13.00000
12543,202308,15.00000
12545,202308,2.00000
12545,202308,3.00000
12545,202308,4.00000
12545,202308,5.00000
25014,202308,5.00000
25014,202308,10.00000
25016,202308,20.00000
12546,202308,2.00000
12546,202308,3.00000
12546,202308,4.00000
12546,202308,5.00000
12547,202308,10.00000
25017,202308,15.00000
12548,202308,3.50000
12548,202308,4.00000
12548,202308,5.00000
12548,202308,7.00000
12548,202308,10.00000
12549,202308,3.00000
12550,202308,10.00000
12551,202308,10.00000
12551,202308,30.00000
25021,202308,3.00000
25027,202308,2.00000
25027,202308,4.00000
25027,202308,5.00000
12554,202308,10.00000
12555,202308,5.00000
25029,202308,3.00000
25029,202308,4.50000
25032,202308,5.00000
25033,202308,2.00000
25033,202308,12.00000
12559,202308,5.00000
12560,202308,3.00000
12560,202308,4.00000
12560,202308,5.00000
12562,202308,5.00000
12563,202308,10.00000
12566,202308,5.00000
12566,202308,10.00000
12567,202308,10.00000
12568,202308,2.00000
12570,202308,10.00000
25040,202308,5.00000
12572,202308,2.00000
12572,202308,3.00000
12573,202308,5.00000
12574,202308,10.00000
12574,202308,20.00000
12576,202308,5.00000
12577,202308,5.00000
12578,202308,3.00000
12578,202308,5.00000
12579,202308,2.00000
12579,202308,3.00000
12579,202308,5.00000
12581,202308,13.00000
12582,202308,3.00000
12582,202308,4.00000
12582,202308,5.00000
12582,202308,10.00000
12584,202308,2.00000
12584,202308,3.00000
12584,202308,4.00000
12584,202308,5.00000
12584,202308,6.00000
12585,202308,4.00000
12585,202308,5.00000
12586,202308,2.00000
12587,202308,2.00000
12587,202308,3.00000
12587,202308,10.00000
12588,202308,2.00000
12588,202308,3.00000
12588,202308,4.00000
12588,202308,5.00000
12590,202308,10.00000
12590,202308,20.00000
12591,202308,5.00000
12593,202308,3.00000
12593,202308,5.00000
12593,202308,7.00000
12594,202308,2.00000
12594,202308,3.00000
12594,202308,4.00000
12594,202308,5.00000
12594,202308,10.00000
12595,202308,5.00000
12596,202308,5.00000
12596,202308,10.00000
12598,202308,2.00000
12598,202308,3.00000
12598,202308,5.00000
12599,202308,10.00000
12600,202308,5.00000
12601,202308,10.00000
25051,202308,5.00000
12603,202308,5.00000
12603,202308,10.00000
12604,202308,5.00000
12605,202308,2.00000
12605,202308,3.00000
12607,202308,3.50000
12608,202308,5.00000
25053,202308,2.00000
12609,202308,3.00000
12609,202308,4.00000
25056,202308,3.00000
25056,202308,5.00000
12614,202308,5.00000
12615,202308,5.00000
12616,202308,5.00000
12616,202308,10.00000
12616,202308,11.00000
12618,202308,3.00000
12618,202308,4.00000
12618,202308,5.00000
12619,202308,3.00000
12619,202308,5.00000
12621,202308,10.00000
12622,202308,10.00000
12623,202308,2.00000
12623,202308,3.00000
12623,202308,4.00000
12623,202308,5.00000
12625,202308,2.00000
12625,202308,4.00000
12625,202308,5.00000
12626,202308,2.00000
12626,202308,3.00000
12626,202308,5.00000
12626,202308,10.00000
12626,202308,20.00000
25062,202308,4.00000
12627,202308,2.00000
12627,202308,3.00000
12629,202308,4.80000
25064,202308,2.00000
12630,202308,10.00000
12632,202308,2.00000
12632,202308,3.00000
12632,202308,5.00000
12633,202308,5.00000
12637,202308,5.00000
25066,202308,3.00000
25066,202308,4.00000
12640,202308,2.00000
12640,202308,3.00000
12640,202308,5.00000
12640,202308,10.00000
12640,202308,11.00000
12640,202308,12.00000
12640,202308,14.00000
12640,202308,15.00000
12640,202308,19.00000
12640,202308,20.00000
12640,202308,21.00000
12641,202308,10.00000
12641,202308,20.00000
12642,202308,16.00000
12643,202308,10.00000
25068,202308,5.00000
12646,202308,10.00000
12648,202308,5.00000
25071,202308,5.00000
25072,202308,3.00000
25072,202308,4.00000
25073,202308,2.00000
25076,202308,5.00000
25076,202308,10.00000
12650,202308,2.00000
12650,202308,5.00000
12653,202308,5.00000
12654,202308,5.00000
12655,202308,13.00000
12656,202308,10.00000
12657,202308,4.00000
12659,202308,2.00000
12659,202308,3.00000
12659,202308,4.00000
12659,202308,5.00000
12659,202308,10.00000
25080,202308,2.00000
25080,202308,4.00000
25080,202308,5.00000
12660,202308,2.00000
25082,202308,3.00000
12661,202308,2.00000
12661,202308,3.00000
12661,202308,5.00000
12665,202308,5.00000
25089,202308,2.00000
25089,202308,3.00000
12666,202308,2.00000
12666,202308,5.00000
12666,202308,10.00000
12667,202308,5.00000
25090,202308,2.00000
12668,202308,2.00000
12670,202308,2.00000
12670,202308,3.00000
12670,202308,5.00000
12671,202308,10.00000
12672,202308,4.00000
12672,202308,5.00000
12674,202308,5.00000
25092,202308,20.00000
12675,202308,2.00000
12675,202308,3.00000
12676,202308,13.00000
12677,202308,5.00000
12678,202308,2.00000
25093,202308,3.00000
25094,202308,10.00000
12679,202308,2.00000
12679,202308,3.00000
12679,202308,4.00000
12679,202308,5.00000
12680,202308,2.00000
12680,202308,4.00000
12680,202308,5.00000
12680,202308,10.00000
12681,202308,5.00000
12682,202308,2.00000
12682,202308,5.00000
12683,202308,2.00000
12683,202308,3.00000
12683,202308,3.50000
12683,202308,4.00000
12683,202308,4.08000
12683,202308,5.00000
25096,202308,2.00000
25096,202308,5.00000
25097,202308,2.00000
25097,202308,5.00000
12685,202308,3.00000
12685,202308,4.00000
12685,202308,5.00000
12686,202308,10.00000
12688,202308,5.00000
25100,202308,2.00000
12690,202308,5.00000
12691,202308,3.00000
12692,202308,30.00000
12693,202308,3.00000
25103,202308,2.00000
25107,202308,20.00000
12698,202308,5.00000
12700,202308,10.00000
12700,202308,28.50000
12701,202308,5.00000
12702,202308,5.00000
12702,202308,20.00000
12703,202308,2.00000
12703,202308,3.00000
25109,202308,4.00000
25109,202308,10.00000
12704,202308,10.00000
12704,202308,15.00000
12705,202308,10.00000
12708,202308,10.00000
12708,202308,12.00000
12709,202308,2.00000
12709,202308,3.00000
12709,202308,4.00000
12709,202308,5.00000
25111,202308,5.00000
25111,202308,10.00000
25112,202308,10.00000
12712,202308,5.00000
25113,202308,2.00000
25113,202308,3.00000
25113,202308,4.00000
25113,202308,5.00000
25113,202308,10.00000
12713,202308,10.00000
12714,202308,10.00000
25117,202308,3.00000
25117,202308,4.00000
12715,202308,10.00000
12717,202308,3.00000
12717,202308,5.00000
12718,202308,2.00000
12718,202308,3.00000
12718,202308,4.00000
12718,202308,5.00000
12720,202308,4.00000
12720,202308,10.00000
12721,202308,10.00000
12722,202308,3.00000
12722,202308,5.00000
12722,202308,10.00000
12723,202308,3.00000
12723,202308,5.00000
12723,202308,10.00000
12724,202308,10.00000
12725,202308,5.00000
12726,202308,3.00000
12726,202308,5.00000
12726,202308,10.00000
12728,202308,5.00000
12728,202308,10.00000
12729,202308,20.00000
25124,202308,5.00000
12730,202308,2.00000
12730,202308,3.00000
12730,202308,5.00000
25125,202308,3.50000
12731,202308,10.00000
12732,202308,5.00000
12733,202308,5.00000
12735,202308,5.00000
12736,202308,10.00000
12737,202308,10.00000
12738,202308,4.00000
12738,202308,5.00000
12738,202308,10.00000
12739,202308,3.00000
12739,202308,5.00000
12739,202308,10.00000
25126,202308,2.00000
12740,202308,5.00000
12741,202308,5.00000
12742,202308,10.00000
25127,202308,5.00000
12743,202308,10.00000
25128,202308,2.00000
25129,202308,2.00000
12745,202308,5.00000
12745,202308,10.00000
12746,202308,2.00000
12746,202308,5.00000
12747,202308,13.00000
12748,202308,5.00000
12748,202308,6.00000
12750,202308,2.00000
12750,202308,3.00000
12750,202308,5.00000
12751,202308,10.00000
12752,202308,6.00000
12752,202308,10.00000
12753,202308,5.00000
25131,202308,10.00000
12755,202308,13.00000
25132,202308,5.00000
25133,202308,3.00000
12756,202308,5.00000
12757,202308,5.00000
12758,202308,20.00000
25134,202308,3.00000
25134,202308,4.00000
25134,202308,5.00000
12759,202308,5.00000
12760,202308,5.00000
25136,202308,10.00000
12763,202308,12.00000
12764,202308,2.00000
12764,202308,3.00000
12764,202308,4.00000
12764,202308,5.00000
12765,202308,2.00000
12765,202308,5.00000
12765,202308,10.00000
12766,202308,2.00000
12766,202308,3.00000
12767,202308,10.00000
25139,202308,2.00000
12770,202308,2.00000
12770,202308,3.00000
12771,202308,5.00000
12772,202308,5.00000
25143,202308,5.00000
25143,202308,8.00000
25143,202308,10.00000
25143,202308,15.00000
12774,202308,2.00000
12774,202308,5.00000
12775,202308,10.00000
25146,202308,10.00000
12778,202308,2.00000
12778,202308,3.00000
12778,202308,4.00000
12779,202308,10.00000
12779,202308,20.00000
12780,202308,5.00000
12781,202308,5.00000
12782,202308,5.00000
12783,202308,3.00000
12783,202308,3.20000
12783,202308,3.80000
12784,202308,2.00000
12784,202308,3.00000
12784,202308,8.00000
12785,202308,10.00000
12787,202308,3.00000
12787,202308,4.00000
12787,202308,5.00000
12788,202308,4.00000
